"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"5878" 1978 "SKAT" 0.127828798103027 0.127828798103027 0.127828798103026 0.291927402124342 0.777358537051887 0.228524485678806 0.288991644334807 0.288991644334806 0.525353796002637 0.288991644334808 0.0970098665508379 0.341159999946755 0.341159999946754 0.457268245654589 0.448985644664607 0.448985644664606
"5883" 1953 "GTSR" 0.712 0.712 0.682 0.95 0.864 0.928 0.484 0.726 0.658 0.5 0.002 0.642 0.642 0.756 0.768 0.768
"5885" 1955 "GTSR" 0 0 0 0.748 0.936 0.794 0 0.22 0.208 0.008 0 0.286 0.286 0.002 0.004 0.004
"5886" 1956 "GTSR" 0.026 0.026 0.012 0.976 0.98 0.986 0.07 0.232 0.378 0.068 0 0.316 0.316 0 0 0
"5893" 1963 "GTSR" 0.636 0.636 0.7 0.926 0.892 0.924 0.738 0.964 0.92 0.722 0.006 0.318 0.318 0.708 0.674 0.674
"5895" 1965 "GTSR" 0.004 0.004 0.01 0.926 0.942 0.948 0.046 0.174 0.38 0.03 0 0.4 0.4 0.006 0.014 0.014
"5897" 1967 "GTSR" 0.204 0.204 0.202 0.868 0.86 0.82 0.28 0.51 0.506 0.342 0 0.026 0.026 0.128 0.104 0.104
"5904" 1974 "GTSR" 0.606 0.606 0.85 0.76 0.814 0.762 0.984 0.876 0.674 0.754 0 0.636 0.636 0.04 0.058 0.058
"5908" 1978 "GTSR" 0.35 0.35 0.426 0.786 0.828 0.942 0.786 0.964 0.908 0.64 0.652 0.916 0.916 0.97 0.954 0.954
"5913" 1953 "MDMR" 0.262 0.222 0.412 0.262 0.134 0.164 0.208 0.146 0.16 0.142 0.004 0.258 0.314 0.6 0.614 0.684
"5915" 1955 "MDMR" 0 0.002 0 0.12 0.874 0.19 0 0.002 0.006 0 0 0.116 0.14 0.02 0.036 0.028
"5916" 1956 "MDMR" 0.02 0.026 0.042 0.054 0.138 0.036 0.118 0.064 0.1 0.034 0 0.086 0.092 0.008 0.008 0.012
"5923" 1963 "MDMR" 0.714 0.68 0.594 0.546 0.978 0.564 0.71 0.768 0.806 0.686 0 0.96 0.946 0.554 0.546 0.534
"5925" 1965 "MDMR" 0.022 0.006 0.018 0.28 0.064 0.784 0.094 0.036 0.074 0.024 0 0.072 0.1 0.008 0.01 0.006
"5927" 1967 "MDMR" 0.078 0.072 0.098 0.044 0.076 0.702 0.088 0.082 0.088 0.084 0.094 0.054 0.036 0.154 0.098 0.118
"5934" 1974 "MDMR" 0.214 0.196 0.078 0.004 0.826 0.018 0.26 0.156 0.396 0.246 0.064 0.55 0.528 0.092 0.082 0.062
"5938" 1978 "MDMR" 0.096 0.116 0.102 0.014 0.818 0.044 0.506 0.31 0.614 0.26 0.036 0.22 0.212 0.59 0.59 0.636
"5941" 1981 "SKAT" 0.175894364752701 0.175894364752701 0.1758943647527 1 1 1 0.149500201450555 0.149500201450555 0.163269692182375 0.149500201450556 0.0315010214385 0.147092158292 0.147092158292 0.348376535464687 0.368989514669004 0.368989514669003
"5942" 1982 "SKAT" 0.00305571046611042 0.00305571046611042 0.00305571046611042 1 1 1 0.00719488122256284 0.00719488122256284 0.0225783044979078 0.00719488122256273 0.000284842359968396 0.00409634720605778 0.00409634720605778 0.00144898963559292 0.00217458342096855 0.00217458342096855
"5943" 1983 "SKAT" 0.271336100585503 0.271336100585503 0.271336100585503 0.999891684192578 1 0.13720740062161 0.230841399040888 0.230841399040888 0.215173655019288 0.230841399040887 0.00219897797717294 0.624508349576972 0.624508349576972 0.199098086638868 0.205545743848965 0.205545743848966
"5945" 1985 "SKAT" 0.477403661581127 0.477403661581127 0.477403661581127 0.991815976087845 1 0.329663646464993 0.378805378211956 0.378805378211955 0.420017070027345 0.378805378211957 0.0780442005211449 0.579521018304718 0.579521018304718 0.446070350172536 0.452314848212427 0.452314848212428
"5946" 1986 "SKAT" 0.0826849889918972 0.0826849889918972 0.0826849889918977 1 1 1 0.133168368460728 0.133168368460729 0.238255565720241 0.133168368460726 0.033591727024916 0.416182734352527 0.416182734352527 0.321066409429594 0.29330371423194 0.293303714231938
"5947" 1987 "SKAT" 0.00283374688189486 0.00283374688189486 0.00283374688189475 1 1 1 0.00645087690615931 0.0064508769061592 0.023184161884954 0.0064508769061592 0.00016425288456845 0.0791569590820111 0.0791569590820114 0.0602313386982802 0.0578752946007072 0.0578752946007068
"5948" 1988 "SKAT" 0.0756638564734746 0.0756638564734746 0.0756638564734737 1 1 0.0466208477873339 0.0620625360190259 0.0620625360190263 0.0871167516976539 0.062062536019026 0.000845735332951403 0.235651466562862 0.235651466562862 0.157082786188893 0.157364991750489 0.157364991750489
"5953" 1993 "SKAT" 0.666749024809631 0.666749024809631 0.666749024809631 1 1 1 0.623857950668354 0.623857950668356 0.677672611431952 0.623857950668354 0.00293548531428445 0.649527722313994 0.649527722313994 0.378860538570602 0.402771698960982 0.402771698960983
"5954" 1994 "SKAT" 0.00889586646254514 0.00889586646254514 0.00889586646254581 1 1 0.840186330414545 0.0168833114873566 0.0168833114873566 0.0356104630478151 0.0168833114873566 1.08342138360751e-05 0.308546909312532 0.308546909312532 0.0152809127960365 0.0132760797931788 0.0132760797931788
"5957" 1997 "SKAT" 0.105846054879819 0.105846054879819 0.105846054879819 1 0.999987264534476 1 0.0799874789664974 0.0799874789664972 0.104397244054385 0.0799874789664975 0.00102190798069646 0.163339459991022 0.163339459991023 0.190804001437229 0.192960515453343 0.192960515453342
"5958" 1998 "SKAT" 0.0343854884515116 0.0343854884515116 0.0343854884515116 0.999864885918257 1 1 0.0264030127603221 0.0264030127603221 0.0203396182425326 0.026403012760322 1.20423752973942e-05 0.22461418842115 0.22461418842115 0.103864614429176 0.107237276606937 0.107237276606937
"5963" 2003 "SKAT" 0.00251497080799568 0.00251497080799568 0.00251497080799568 1 1 0.751524901072242 0.00812235585420717 0.00812235585420717 0.0266201055226096 0.00812235585420717 2.08611121921276e-06 6.53653878202043e-05 6.53653878206484e-05 0.00671083235645598 0.00977876421047918 0.00977876421047863
"5964" 2004 "SKAT" 0.0173360196710748 0.0173360196710748 0.0173360196710743 1 1 1 0.0139285654346251 0.0139285654346251 0.0192354034587547 0.0139285654346251 0.000438565194270435 0.0831558802553056 0.0831558802553056 0.184960178654674 0.19826317128142 0.19826317128142
"5967" 2007 "SKAT" 0.12951391486354 0.12951391486354 0.12951391486354 1 1 1 0.448383956382106 0.448383956382106 0.550390013192942 0.448383956382106 0.000532696544426114 0.238912587162237 0.238912587162237 0.0844474294267239 0.0959428318971132 0.0959428318971124
"5968" 2008 "SKAT" 0.129378271605475 0.129378271605475 0.129378271605474 1 0.363492235368091 1 0.16789290419732 0.167892904197319 0.162348939969277 0.167892904197321 0.00163150099961906 0.393027297197897 0.393027297197897 0.437963454886619 0.463101776883932 0.463101776883932
"5969" 2009 "SKAT" 0.103599676876124 0.103599676876124 0.103599676876124 0.0860589030572929 0.999999796474706 0.0154975615951785 0.184502842938033 0.184502842938032 0.36605551331535 0.184502842938032 0.000496940193986828 0.128185162215274 0.128185162215274 0.0866665887145597 0.080715531741188 0.0807155317411882
"5971" 1981 "GTSR" 0.492 0.492 0.618 0.888 0.916 0.924 0.598 0.864 0.904 0.54 0.048 0.432 0.432 0.648 0.742 0.742
"5972" 1982 "GTSR" 0 0 0.002 0.686 0.784 0.714 0.002 0.038 0.194 0.002 0 0 0 0 0 0
"5973" 1983 "GTSR" 0.722 0.722 0.92 0.772 0.852 0.852 0.676 0.956 0.696 0.584 0.006 0.63 0.63 0.192 0.196 0.196
"5975" 1985 "GTSR" 0.884 0.884 0.956 0.856 0.954 0.868 0.91 0.87 0.932 0.952 0.024 0.728 0.728 0.93 0.972 0.972
"5976" 1986 "GTSR" 0.282 0.282 0.316 0.97 0.928 0.992 0.476 0.812 0.884 0.604 0.076 0.982 0.982 0.502 0.428 0.428
"5977" 1987 "GTSR" 0 0 0 0.78 0.842 0.816 0.004 0.36 0.338 0.042 0 0.178 0.178 0.01 0.01 0.01
"5978" 1988 "GTSR" 0.196 0.196 0.208 0.986 0.734 0.85 0.204 0.424 0.652 0.226 0.002 0.692 0.692 0.116 0.12 0.12
"5983" 1993 "GTSR" 0.61 0.61 0.73 0.762 0.832 0.686 0.83 0.986 0.988 0.672 0 0.736 0.736 0.724 0.79 0.79
"5984" 1994 "GTSR" 0.006 0.006 0.008 0.736 0.988 0.794 0.028 0.422 0.432 0.046 0 0.926 0.926 0 0 0
"5987" 1997 "GTSR" 0.292 0.292 0.43 0.928 0.924 0.938 0.32 0.612 0.676 0.208 0 0.516 0.516 0.166 0.184 0.184
"5988" 1998 "GTSR" 0.046 0.046 0.066 0.542 0.806 0.552 0.034 0.252 0.162 0.028 0 0.702 0.702 0.032 0.036 0.036
"5993" 2003 "GTSR" 0 0 0 0.988 0.952 0.992 0.012 0.206 0.336 0.002 0 0 0 0 0 0
"5994" 2004 "GTSR" 0.014 0.014 0.022 0.872 0.998 0.918 0.012 0.276 0.218 0.022 0 0.196 0.196 0.178 0.212 0.212
"5997" 2007 "GTSR" 0.45 0.45 0.712 0.838 0.79 0.82 0.66 0.76 0.616 0.898 0 0.716 0.716 0.028 0.032 0.032
"5998" 2008 "GTSR" 0.43 0.43 0.65 0.872 0.898 0.956 0.714 0.91 0.788 0.504 0 0.914 0.914 0.938 0.998 0.998
"5999" 2009 "GTSR" 0.302 0.302 0.374 0.908 0.896 0.984 0.558 0.786 0.942 0.504 0 0.346 0.346 0.034 0.026 0.026
"6001" 1981 "MDMR" 0.192 0.158 0.186 0.198 0.788 0.198 0.124 0.106 0.168 0.17 0.144 0.236 0.252 0.206 0.238 0.256
"6002" 1982 "MDMR" 0 0.004 0.002 0.044 0.056 0.02 0.004 0 0.014 0.01 0.106 0.004 0.004 0 0 0
"6003" 1983 "MDMR" 0.254 0.256 0.246 0.006 0.748 0.014 0.164 0.194 0.16 0.24 0.002 0.66 0.662 0.088 0.076 0.094
"6005" 1985 "MDMR" 0.476 0.492 0.734 0.462 0.806 0.766 0.656 0.424 0.534 0.336 0.162 0.636 0.638 0.572 0.592 0.604
"6006" 1986 "MDMR" 0.066 0.064 0.154 0.432 0.64 0.38 0.48 0.206 0.358 0.11 0.054 0.294 0.268 0.316 0.304 0.26
"6007" 1987 "MDMR" 0.004 0.002 0 0 0.656 0 0.006 0.004 0.008 0.004 0 0.096 0.088 0.066 0.058 0.076
"6008" 1988 "MDMR" 0.068 0.074 0.072 0.002 0.176 0 0.05 0.068 0.076 0.034 0.006 0.226 0.272 0.058 0.054 0.048
"6013" 1993 "MDMR" 0.63 0.68 0.77 0.62 0.288 0.72 0.666 0.656 0.686 0.632 0.008 0.712 0.704 0.438 0.42 0.414
"6014" 1994 "MDMR" 0.01 0.006 0.004 0.158 0.814 0.234 0.01 0.022 0.054 0.008 0.002 0.254 0.264 0 0 0.004
"6017" 1997 "MDMR" 0.128 0.132 0.146 0.402 0.406 0.314 0.088 0.088 0.126 0.096 0 0.298 0.278 0.116 0.166 0.16
"6018" 1998 "MDMR" 0.022 0.026 0.01 0.008 0.086 0.424 0.006 0.026 0.016 0.026 0 0.188 0.192 0.032 0.034 0.008
"6023" 2003 "MDMR" 0.002 0.002 0.026 0.042 0.724 0.264 0.08 0.012 0.088 0.006 0 0 0 0 0.002 0
"6024" 2004 "MDMR" 0.014 0.016 0.018 0.004 0.628 0.028 0.012 0.012 0.022 0.008 0 0.096 0.078 0.316 0.372 0.408
"6027" 2007 "MDMR" 0.088 0.078 0.084 0.268 0.122 0.224 0.326 0.46 0.334 0.364 0 0.128 0.16 0.018 0.01 0.02
"6028" 2008 "MDMR" 0.12 0.144 0.1 0.238 0.196 0.668 0.128 0.17 0.168 0.172 0.054 0.472 0.472 0.484 0.598 0.572
"6029" 2009 "MDMR" 0.094 0.072 0.078 0.008 0.98 0.096 0.296 0.222 0.446 0.188 0.01 0.078 0.08 0.01 0.006 0.018
"6032" 2012 "SKAT" 0.316703280594606 0.316703280594606 0.316703280594606 1 1 1 0.246105072506411 0.246105072506412 0.225440209337506 0.246105072506408 0.00917112322164293 0.680477238687308 0.680477238687307 0.27582494343475 0.280602121951183 0.280602121951182
"6033" 2013 "SKAT" 0.524458044592792 0.524458044592792 0.524458044592794 1 1 0.0520430101460339 0.407165323367227 0.407165323367227 0.435132435345894 0.407165323367223 0.0607325094250977 0.414042409331107 0.414042409331108 0.77803289532197 0.765902590060303 0.765902590060304
"6037" 2017 "SKAT" 0.176451028604325 0.176451028604325 0.176451028604326 1 1 1 0.250184277414783 0.250184277414785 0.40153540492678 0.250184277414784 0.00125471661748588 0.99565610404352 0.99565610404352 0.370631176023386 0.373533704238688 0.37353370423869
"6038" 2018 "SKAT" 0.000469602064795627 0.000469602064795627 0.000469602064795405 0.99076925003188 1 0.963733549558384 0.000742544197630091 0.000742544197630313 0.00201718794142103 0.000742544197630424 1.3293107939738e-05 0.0128557425070049 0.0128557425070051 0.00236584473385448 0.00388194093253613 0.00388194093253613
"6039" 2019 "SKAT" 0.0357883798078755 0.0357883798078755 0.0357883798078755 0.298380559204543 0.99530625320773 0.341107774466969 0.0807729205884259 0.0807729205884258 0.193530125145731 0.0807729205884264 1.62558662248902e-05 0.122257032130441 0.122257032130441 0.0172157596937941 0.0159585518489013 0.0159585518489023
"6041" 2021 "SKAT" 0.282222027578937 0.282222027578937 0.282222027578939 1 1 1 0.43724013840539 0.437240138405388 0.551567970670136 0.437240138405387 0.000249886874393868 0.446476929972329 0.446476929972329 0.537127260385395 0.565921030796007 0.565921030796008
"6043" 2023 "SKAT" 0.00363892851411518 0.00363892851411518 0.00363892851411507 0.055818678880289 0.623156343423956 0.593641268727995 0.00414303905464841 0.00414303905464786 0.00544086800659593 0.00414303905464786 0.000521422005058669 0.0266672155847705 0.0266672155847703 0.00688348642862313 0.00899678659159164 0.00899678659159275
"6044" 2024 "SKAT" 0.23330040697818 0.23330040697818 0.23330040697818 0.999999565045607 0.999998264513459 1 0.19714099862164 0.19714099862164 0.21295851873384 0.197140998621639 0.0394405405785504 0.497971045536229 0.497971045536229 0.187612978818707 0.182366110074191 0.182366110074191
"6045" 2025 "SKAT" 0.000193612072881599 0.000193612072881599 0.000193612072881821 1 1 1 0.000286993420814841 0.000286993420815174 0.000249128599641768 0.000286993420814952 4.78641992740503e-05 0.00502425746876034 0.00502425746876023 0.0611231136177766 0.0796396609596453 0.0796396609596448
"6048" 2028 "SKAT" 0.335600270828276 0.335600270828276 0.335600270828276 1 1 0.997647532241823 0.34747894342876 0.347478943428762 0.437598328666268 0.34747894342876 0.0167579492044239 0.68063035093245 0.68063035093245 0.156113078384782 0.171650184363961 0.17165018436396
"6049" 2029 "SKAT" 0.00588406835110933 0.00588406835110933 0.00588406835110933 1 1 1 0.0164438252818007 0.0164438252818007 0.0567181931818939 0.0164438252818007 0.00100366872227453 0.131050805479437 0.131050805479437 0.150541714949586 0.120561777150755 0.120561777150755
"6050" 2030 "SKAT" 0.0117405318267685 0.0117405318267685 0.0117405318267684 1 0.971948869295924 0.700316754650199 0.0153327977812964 0.0153327977812966 0.0333307620229967 0.0153327977812965 0.000768479552010759 0.0277649729471799 0.0277649729471798 0.0149862635533996 0.0153572558890094 0.01535725588901
"6052" 2032 "SKAT" 0.0172748039143866 0.0172748039143866 0.0172748039143866 1 1 1 0.0220171876850486 0.0220171876850486 0.0475890102535332 0.0220171876850488 1.09748332396409e-05 0.268724747101318 0.268724747101318 0.0210313367924668 0.0203408710888315 0.0203408710888323
"6054" 2034 "SKAT" 0.0070231993400065 0.0070231993400065 0.00702319934000672 1 1 1 0.0135883992280654 0.0135883992280653 0.0387335241095697 0.0135883992280653 0.00027387381164945 0.242738820935024 0.242738820935024 0.0171084503557564 0.0134620741609596 0.0134620741609598
"6057" 2037 "SKAT" 0.476493786460304 0.476493786460304 0.476493786460303 0.897906780665405 1 0.225316772979308 0.50340929227244 0.503409292272438 0.667913283068337 0.50340929227244 0.0651353481614854 0.592980409704364 0.592980409704364 0.134568296752624 0.146422496243743 0.146422496243742
"6059" 2039 "SKAT" 0.47402480710857 0.47402480710857 0.474024807108571 1 1 1 0.358719536793703 0.358719536793704 0.262567335547634 0.358719536793705 0.0201032776946801 0.735546578617459 0.73554657861746 0.648314751833811 0.664605898013546 0.664605898013547
"6060" 2040 "SKAT" 0.613121457463158 0.613121457463158 0.613121457463159 1 1 0.0737627362888206 0.573172969114738 0.573172969114737 0.663580870169555 0.573172969114738 0.0100906301131856 0.710480258546469 0.710480258546469 0.148951938213777 0.150127931289581 0.15012793128958
"6062" 2012 "GTSR" 0.846 0.846 0.942 0.908 0.978 0.926 0.736 0.968 0.842 0.704 0.004 0.582 0.582 0.408 0.456 0.456
"6063" 2013 "GTSR" 0.814 0.814 0.812 0.96 0.77 0.844 0.888 0.878 0.786 0.936 0.576 0.958 0.958 0.23 0.238 0.238
"6067" 2017 "GTSR" 0.588 0.588 0.918 0.736 0.968 0.762 0.972 0.814 0.776 0.672 0.01 0.394 0.394 0.704 0.706 0.706
"6068" 2018 "GTSR" 0 0 0 0.952 0.954 0.978 0 0.01 0.008 0 0 0.004 0.004 0 0 0
"6069" 2019 "GTSR" 0.084 0.084 0.226 0.978 0.91 0.992 0.456 0.766 0.926 0.464 0 0.362 0.362 0 0 0
"6071" 2021 "GTSR" 0.78 0.78 0.912 0.806 0.932 0.844 0.882 0.766 0.786 0.976 0 0.892 0.892 0.766 0.702 0.702
"6073" 2023 "GTSR" 0 0 0 0.916 0.96 0.936 0 0.082 0.062 0.002 0 0.01 0.01 0 0 0
"6074" 2024 "GTSR" 0.696 0.696 0.69 0.966 0.988 0.96 0.572 0.718 0.736 0.66 0.012 0.846 0.846 0.192 0.17 0.17
"6075" 2025 "GTSR" 0 0 0 0.582 0.704 0.564 0 0.124 0.038 0 0 0 0 0.012 0.024 0.024
"6078" 2028 "GTSR" 0.928 0.928 0.798 0.752 0.826 0.736 0.73 0.702 0.652 0.95 0.012 0.64 0.64 0.122 0.116 0.116
"6079" 2029 "GTSR" 0.002 0.002 0 0.834 0.87 0.96 0.01 0.112 0.276 0.024 0 0.418 0.418 0.108 0.074 0.074
"6080" 2030 "GTSR" 0.012 0.012 0.058 0.896 0.99 0.916 0.09 0.448 0.46 0.052 0 0.052 0.052 0 0 0
"6082" 2032 "GTSR" 0.018 0.018 0.014 0.728 0.986 0.804 0.016 0.258 0.32 0.04 0 0.818 0.818 0 0 0
"6084" 2034 "GTSR" 0 0 0.028 0.936 0.924 0.972 0.044 0.382 0.452 0.018 0 0.806 0.806 0.002 0.002 0.002
"6087" 2037 "GTSR" 0.914 0.914 0.886 0.972 0.798 0.962 0.922 0.948 0.946 0.954 0.412 0.726 0.726 0.084 0.104 0.104
"6089" 2039 "GTSR" 0.914 0.914 0.922 0.962 0.78 0.954 0.908 0.998 0.914 0.904 0.054 0.56 0.56 0.456 0.404 0.404
"6090" 2040 "GTSR" 0.742 0.742 0.676 1 0.926 0.954 0.744 0.822 0.78 0.758 0 0.558 0.558 0.136 0.128 0.128
"6092" 2012 "MDMR" 0.284 0.308 0.36 0.406 0.962 0.504 0.288 0.266 0.264 0.246 0.01 0.646 0.662 0.126 0.128 0.124
"6093" 2013 "MDMR" 0.496 0.514 0.634 0 0.78 0.024 0.576 0.36 0.454 0.382 0.026 0.53 0.518 0.914 0.906 0.898
"6097" 2017 "MDMR" 0.142 0.172 0.134 0.028 0.938 0.06 0.388 0.196 0.394 0.218 0.002 0.996 0.998 0.132 0.176 0.17
"6098" 2018 "MDMR" 0.002 0 0 0.564 0.166 0.272 0.008 0 0.008 0 0 0.01 0.008 0 0 0.002
"6099" 2019 "MDMR" 0.028 0.028 0.096 0.206 0.872 0.318 0.226 0.162 0.388 0.078 0 0.108 0.106 0.004 0.002 0.002
"6101" 2021 "MDMR" 0.25 0.254 0.166 0.002 0.254 0.068 0.374 0.332 0.55 0.36 0 0.362 0.326 0.504 0.594 0.54
"6103" 2023 "MDMR" 0 0.002 0 0 0.072 0 0.002 0 0.002 0.004 0.034 0.042 0.058 0 0.006 0.004
"6104" 2024 "MDMR" 0.206 0.2 0.26 0.142 0.84 0.342 0.166 0.206 0.214 0.22 0.12 0.424 0.438 0.09 0.088 0.068
"6105" 2025 "MDMR" 0 0 0 0 0.008 0 0 0 0 0 0.006 0.008 0.012 0.052 0.074 0.074
"6108" 2028 "MDMR" 0.312 0.346 0.238 0.714 0.598 0.952 0.33 0.424 0.536 0.324 0.072 0.61 0.622 0.054 0.088 0.07
"6109" 2029 "MDMR" 0.004 0.002 0 0.012 0.192 0.182 0.026 0.004 0.064 0.01 0 0.144 0.122 0.076 0.066 0.044
"6110" 2030 "MDMR" 0.012 0.012 0.014 0.194 0.35 0.548 0.016 0.014 0.048 0.022 0.016 0.024 0.034 0.006 0.004 0
"6112" 2032 "MDMR" 0.028 0.022 0.008 0.028 0.29 0.032 0.004 0.02 0.038 0.028 0 0.234 0.27 0 0 0.002
"6114" 2034 "MDMR" 0 0.006 0.006 0.628 0.68 0.618 0.022 0.018 0.05 0.01 0 0.19 0.212 0.006 0.004 0.006
"6117" 2037 "MDMR" 0.452 0.518 0.474 0.352 0.918 0.446 0.638 0.484 0.69 0.514 0.02 0.636 0.596 0.068 0.084 0.064
"6119" 2039 "MDMR" 0.432 0.414 0.234 0.012 0.214 0.012 0.06 0.172 0.114 0.296 0.008 0.896 0.892 0.78 0.778 0.79
"6120" 2040 "MDMR" 0.626 0.604 0.634 0.072 0.858 0.214 0.688 0.588 0.73 0.544 0.128 0.776 0.768 0.04 0.046 0.036
"6126" 2046 "SKAT" 0.610942326006846 0.610942326006846 0.610942326006846 1 1 0.999699032071344 0.516087133307864 0.516087133307863 0.527615134057505 0.516087133307864 0.00168374125073745 0.540587189086946 0.540587189086945 0.0272320239756683 0.0363040373645251 0.0363040373645241
"6133" 2053 "SKAT" 0.0439723843943611 0.0439723843943611 0.0439723843943611 1 1 1 0.0594661331650508 0.0594661331650509 0.120176769214101 0.0594661331650511 0.00149584418381665 0.0529500289543738 0.0529500289543738 0.216662613069015 0.213462045576179 0.213462045576179
"6134" 2054 "SKAT" 0.00560035918351609 0.00560035918351609 0.00560035918351631 1 0.758278641679794 1 0.00402374711625031 0.00402374711625031 0.00420329800198882 0.0040237471162502 0.00227949748502243 0.00797654016576388 0.00797654016576399 0.186788935168842 0.168628043434718 0.16862804343472
"6135" 2055 "SKAT" 0.31616188343432 0.31616188343432 0.316161883434321 1 0.997903940722858 1 0.23271528166452 0.23271528166452 0.241602535287711 0.232715281664519 0.00477357091653752 0.265818886383668 0.265818886383668 0.531190582238791 0.527506810468884 0.527506810468883
"6139" 2059 "SKAT" 0.0124340652519975 0.0124340652519975 0.0124340652519974 1 1 1 0.0132900398268619 0.0132900398268618 0.0257822623628075 0.0132900398268618 0.00387877404591741 0.0548630166146004 0.0548630166146004 0.0861147353069791 0.0788611932797731 0.078861193279773
"6140" 2060 "SKAT" 0.354563991205009 0.354563991205009 0.354563991205009 0.975949413102498 0.93898482359656 1 0.362371122578033 0.362371122578033 0.287733973234348 0.362371122578033 0.00844515744855867 0.27192440608692 0.27192440608692 0.428755197952514 0.421940724141001 0.421940724141002
"6145" 2065 "SKAT" 0.0253807264847573 0.0253807264847573 0.0253807264847574 1 0.90524816377916 1 0.0229436311109705 0.0229436311109705 0.0200314501023025 0.0229436311109703 0.0003275432659261 0.159957383676816 0.159957383676816 0.06114439400631 0.0574282345514991 0.0574282345514978
"6146" 2066 "SKAT" 0.0783233400303928 0.0783233400303928 0.0783233400303929 1 1 1 0.118498720635574 0.118498720635574 0.149257694517248 0.118498720635573 0.00023919609477896 0.384289534963277 0.384289534963277 0.190800245289428 0.181455716284634 0.181455716284633
"6149" 2069 "SKAT" 0.0129760624717086 0.0129760624717086 0.012976062471709 0.971200138434253 0.999999962121138 0.0156236953745092 0.0241540704434815 0.0241540704434817 0.0565924918765104 0.0241540704434815 0.000705188474163898 0.0120551871513332 0.0120551871513332 0.0814269767232282 0.0538125424041267 0.0538125424041271
"6156" 2046 "GTSR" 0.744 0.744 0.586 0.892 0.972 0.92 0.8 0.832 0.836 0.95 0.006 0.846 0.846 0.002 0.002 0.002
"6163" 2053 "GTSR" 0.078 0.078 0.114 0.722 0.918 0.824 0.188 0.514 0.61 0.128 0 0.084 0.084 0.23 0.216 0.216
"6164" 2054 "GTSR" 0.004 0.004 0 0.844 0.848 0.81 0 0.038 0.014 0.01 0 0.004 0.004 0.194 0.16 0.16
